deal_id,account,pipeline,stage,deal_value,sales_rep,deal_created,deal_closed,deal_activities_done,account_tier,account_province,account_store_type,account_tax_status,account_discount_pct,account_payment_terms,account_activities_done,account_deals_won
1147,Account 0406,Orders,Shipped,22731.0,Rep C,2022-02-22,2022-03-17,3,Standard,Mendoza,Other,Final consumer,7.0,Upfront,9.0,3.0
1148,Account 0299,Orders,Shipped,22847.0,Rep A,2022-05-19,2022-05-27,0,Churned,BA Este,Other,Final consumer,22.0,Upfront,6.0,10.0
1149,Account 0278,Orders,Shipped,22160.0,Rep A,2022-06-13,2022-06-21,2,Potential,Santa Fe,Paint store,VAT registered,28.0,Upfront,11.0,11.0
1150,Account 0185,Orders,Shipped on credit,23017.0,Rep A,2022-08-24,2022-09-19,0,Key,CABA,Art supply store,VAT registered,22.0,30 days,15.0,39.0
1151,Account 0407,Orders,Shipped,21337.0,Rep A,2021-11-15,2021-12-29,0,Churned,BA Atlantico,Other,Simplified regime,7.0,,3.0,1.0
1152,Account 0408,Orders,Shipped,22949.0,Rep C,2022-01-27,2022-02-10,1,Standard,AMBA Norte,Paint store,VAT registered,7.0,Upfront,13.0,3.0
1153,Account 0283,Orders,Shipped,21199.0,Rep A,2022-04-21,2022-05-11,0,Standard,AMBA Norte,Art supply store,Simplified regime,15.0,Upfront,17.0,5.0
1154,Account 0294,Orders,Shipped,21319.0,Rep A,2022-08-03,2022-08-17,0,Low,Misiones,Workshop,Simplified regime,7.0,,4.0,2.0
1155,Account 0087,Orders,Shipped,22153.0,Rep A,2022-03-02,2022-03-15,0,Standard,AMBA Norte,Workshop,Simplified regime,22.0,Upfront,11.0,14.0
1156,Account 0409,Orders,Shipped,21114.0,Rep A,2022-12-05,2022-12-13,2,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
1157,Account 0195,Orders,Shipped,21016.0,Rep B,2022-09-07,2022-09-19,2,Potential,BA Centro,Paint store,VAT registered,22.0,,15.0,12.0
1158,Account 0410,Orders,Shipped,20897.0,Rep A,2022-12-12,2022-12-15,0,Standard,BA Norte,Art supply store,Simplified regime,7.0,,6.0,5.0
1159,Account 0411,Orders,Shipped,21843.0,Rep A,2022-04-06,2022-05-05,0,Churned,Tucuman,Workshop,Final consumer,7.0,Upfront,2.0,1.0
1160,Account 0186,Orders,Shipped,22586.0,Rep A,2022-06-13,2022-07-04,0,Standard,Santiago del Estero,Workshop,Simplified regime,22.0,,13.0,8.0
1161,,Active customers,Won customer,20957.0,Rep C,2021-12-08,2022-10-31,0,,,,,,,,
1162,Account 0412,Orders,Shipped,22314.0,Rep A,2021-12-14,2022-01-10,0,Churned,AMBA Norte,Art supply store,Simplified regime,15.0,,3.0,1.0
1163,Account 0413,Orders,Shipped,22681.0,Rep B,2022-12-28,2023-01-04,0,Standard,BA Sur,Workshop,Simplified regime,15.0,Upfront,10.0,12.0
1164,Account 0397,Orders,Shipped,21240.0,Rep A,2022-03-08,2022-03-18,0,Standard,AMBA Sur,Art supply store,VAT registered,15.0,,13.0,6.0
1165,Account 0414,Orders,Shipped,21186.0,Rep A,2021-11-17,2022-02-15,0,Churned,CABA,Other,Simplified regime,15.0,,5.0,1.0
1166,,Active customers,Won customer,22752.0,Rep C,2021-08-29,2022-10-31,0,,,,,,,,
1167,,Active customers,Won customer,22670.0,Rep C,2022-03-15,2022-10-31,10,,,,,,,,
1168,Account 0415,Orders,Shipped,22006.0,Rep B,2022-11-04,2022-11-08,3,Standard,San Luis,Paint store,VAT registered,15.0,Upfront,7.0,9.0
1169,Account 0300,Orders,Shipped,22572.0,Rep A,2022-03-04,2022-03-17,0,Standard,BA Este,Workshop,Final consumer,15.0,Upfront,10.0,3.0
1170,Account 0195,Orders,Shipped,20972.0,Rep A,2022-02-18,2022-03-07,0,Potential,BA Centro,Paint store,VAT registered,22.0,,15.0,12.0
1171,Account 0416,Orders,Shipped,21629.0,Rep C,2022-01-28,2022-02-24,0,Standard,AMBA Norte,Paint store,VAT registered,15.0,Upfront,15.0,5.0
1172,Account 0319,Orders,Shipped,22356.0,Rep C,2022-04-22,2022-05-10,0,Standard,AMBA Sur,Other,Final consumer,22.0,Upfront,12.0,13.0
1173,Account 0265,Orders,Shipped,21299.0,Rep A,2022-10-05,2022-10-14,0,Potential,AMBA Norte,Workshop,Simplified regime,22.0,,10.0,8.0
1174,Account 0158,Orders,Shipped,22360.0,Rep A,2022-09-30,2022-10-14,0,Standard,Santa Fe,Art supply store,Simplified regime,22.0,Upfront,9.0,7.0
1175,Account 0388,Orders,Shipped,21804.0,Rep A,2022-02-17,2022-03-18,0,Standard,BA Centro,Art supply store,VAT registered,,,6.0,4.0
1176,Account 0417,Orders,Shipped,22327.0,Rep C,2022-01-28,2022-02-14,1,Churned,Santa Fe,Art supply store,Simplified regime,28.0,,6.0,2.0
1177,Account 0418,Orders,Shipped,21705.0,Rep A,2022-05-05,2022-05-11,0,Low,Santa Fe,Art supply store,Simplified regime,15.0,,10.0,2.0
1178,Account 0204,Orders,Shipped,21490.0,Rep A,2022-03-02,2022-03-18,0,Key,BA Norte,Art supply store,Simplified regime,28.0,Upfront,8.0,6.0
1179,Account 0118,Orders,Shipped,21110.0,Rep A,2022-01-11,2022-01-17,0,Potential,Cordoba,Art supply store,Simplified regime,22.0,,12.0,6.0
1180,Account 0388,Orders,Shipped,21080.0,Rep B,2022-09-15,2022-09-27,4,Standard,BA Centro,Art supply store,VAT registered,,,6.0,4.0
1181,Account 0306,Orders,Shipped,22222.0,Rep A,2021-12-16,2022-01-10,0,Key,La Pampa,Other,VAT registered,15.0,Upfront,12.0,12.0
1182,Account 0277,Orders,Shipped,20851.0,Rep A,2022-09-14,2022-10-03,1,Potential,CABA,Art supply store,VAT registered,28.0,Upfront,15.0,20.0
1183,Account 0410,Orders,Shipped,20778.0,Rep A,2021-12-14,2022-01-10,0,Standard,BA Norte,Art supply store,Simplified regime,7.0,,6.0,5.0
1184,Account 0419,Orders,Shipped,20969.0,Rep C,2022-04-06,2022-05-06,2,Standard,Santa Fe,Art supply store,Simplified regime,15.0,Upfront,6.0,7.0
1185,Account 0420,Orders,Shipped,20964.0,Rep C,2022-02-03,2022-03-10,1,Standard,AMBA Sur,Workshop,Simplified regime,15.0,,10.0,6.0
1186,Account 0239,Orders,Shipped,22364.0,Rep A,2022-11-15,2022-11-16,0,Standard,Chubut,Workshop,Simplified regime,22.0,,2.0,3.0
1187,Account 0299,Orders,Shipped,21432.0,Rep A,2022-02-24,2022-03-10,0,Churned,BA Este,Other,Final consumer,22.0,Upfront,6.0,10.0
1188,Account 0308,Orders,Shipped,22697.0,Rep A,2022-09-30,2022-10-14,0,Standard,La Rioja,Art supply store,Simplified regime,7.0,Upfront,6.0,3.0
1189,Account 0421,Orders,Shipped on credit,20847.0,Rep A,2021-12-10,2022-05-27,1,Maker,,Workshop,Simplified regime,,,1.0,1.0
1190,Account 0287,Orders,Shipped,21950.0,Rep A,2022-02-07,2022-03-10,0,Standard,BA Atlantico,Workshop,Final consumer,22.0,Upfront,5.0,8.0
1191,Account 0087,Orders,Shipped,21495.0,Rep A,2021-10-21,2021-11-01,0,Standard,AMBA Norte,Workshop,Simplified regime,22.0,Upfront,11.0,14.0
1192,Account 0346,Orders,Shipped,21369.0,Rep B,2022-09-26,2022-10-03,2,Standard,San Luis,Art supply store,Simplified regime,15.0,,6.0,9.0
1193,Account 0333,Orders,Shipped,22407.0,Rep A,2022-04-25,2022-05-10,0,Key,AMBA Sur,Workshop,Final consumer,15.0,Upfront,8.0,5.0
1194,Account 0422,Orders,Shipped,22602.0,Rep B,2022-12-15,2022-12-27,2,Standard,BA Este,Art supply store,Simplified regime,7.0,Upfront,8.0,6.0
1195,Account 0307,Orders,Shipped,22377.0,Rep C,2022-04-25,2022-07-04,3,Key,Rio Negro,Art supply store,Simplified regime,15.0,,11.0,5.0
1196,Account 0423,Orders,Shipped,20906.0,Rep A,2022-04-06,2022-05-05,0,Standard,Santa Fe,Workshop,Simplified regime,7.0,Upfront,8.0,2.0
1197,Account 0298,Orders,Shipped,20963.0,Rep A,2022-02-04,2022-02-10,0,Standard,BA Sur,Workshop,Final consumer,7.0,,4.0,2.0
1198,Account 0424,Orders,Shipped,21901.0,Rep A,2022-05-11,2022-05-13,0,Standard,Entre Rios,Paint store,VAT registered,7.0,,10.0,6.0
1199,Account 0333,Orders,Shipped,21075.0,Rep B,2022-10-28,2022-11-02,7,Key,AMBA Sur,Workshop,Final consumer,15.0,Upfront,8.0,5.0
1200,Account 0171,Orders,Shipped,21990.0,Rep A,2021-11-30,2022-01-12,0,Standard,Rio Negro,Art supply store,Final consumer,28.0,Upfront,8.0,7.0
1201,Account 0425,Orders,Shipped,21608.0,Rep A,2022-09-08,2022-10-03,0,Low,AMBA Norte,Art supply store,Simplified regime,7.0,Upfront,4.0,1.0
1202,Account 0319,Orders,Shipped,21541.0,Rep B,2023-04-10,2023-04-13,0,Standard,AMBA Sur,Other,Final consumer,22.0,Upfront,12.0,13.0
1203,Account 0096,Orders,Shipped,22131.0,Rep B,2022-09-13,2022-09-22,4,Potential,Misiones,Art supply store,Simplified regime,28.0,,15.0,3.0
1204,Account 0312,Orders,Shipped,21868.0,Rep C,2022-02-15,2022-03-14,2,Low,BA Atlantico,Art supply store,Simplified regime,28.0,Upfront,9.0,2.0
1205,Account 0087,Orders,Shipped,20378.0,Rep A,2021-11-16,2021-12-23,0,Standard,AMBA Norte,Workshop,Simplified regime,22.0,Upfront,11.0,14.0
1206,Account 0419,Orders,Shipped,20425.0,Rep A,2023-01-11,2023-01-23,1,Standard,Santa Fe,Art supply store,Simplified regime,15.0,Upfront,6.0,7.0
1207,Account 0277,Orders,Shipped,21580.0,Rep A,2021-10-22,2021-11-01,0,Potential,CABA,Art supply store,VAT registered,28.0,Upfront,15.0,20.0
1208,,Active customers,Won customer,21321.0,Rep C,2022-05-29,2022-10-31,7,,,,,,,,
1209,,Active customers,Won customer,20838.0,Rep C,2022-07-11,2022-09-02,6,,,,,,,,
1210,,Active customers,Won customer,21176.0,Rep C,2022-08-01,2022-09-02,3,,,,,,,,
1211,Account 0426,Orders,Shipped,21901.0,Rep A,2022-11-16,2022-12-05,4,Low,CABA,Art supply store,VAT registered,7.0,Upfront,15.0,6.0
1212,Account 0091,Orders,Shipped,22034.0,Rep A,2021-12-15,2021-12-20,0,Key,Corrientes,Paint store,VAT registered,28.0,,10.0,8.0
1213,Account 0138,Orders,Shipped,21444.0,Rep A,2022-01-31,2022-02-10,0,Key,Rio Negro,Art supply store,Simplified regime,22.0,Upfront,13.0,10.0
1214,Account 0423,Orders,Shipped,21069.0,Rep A,2022-08-03,2022-08-17,0,Standard,Santa Fe,Workshop,Simplified regime,7.0,Upfront,8.0,2.0
1215,Account 0378,Orders,Shipped,20824.0,Rep C,2022-06-16,2022-07-26,1,Low,Tucuman,Workshop,Final consumer,7.0,,16.0,2.0
1216,Account 0279,Orders,Shipped,21345.0,Rep B,2022-09-07,2022-09-22,4,Standard,AMBA Sur,Art supply store,Simplified regime,15.0,,10.0,8.0
1217,Account 0395,Orders,Shipped,20890.0,Rep A,2022-09-22,2022-10-03,0,Standard,Neuquen,Art supply store,Simplified regime,15.0,Upfront,9.0,6.0
1218,Account 0018,Orders,Shipped,21362.0,Rep A,2022-08-26,2022-09-19,0,Standard,Mendoza,Paint store,VAT registered,15.0,Upfront,6.0,3.0
1219,Account 0324,Orders,Shipped,21598.0,Rep B,2023-03-30,2023-03-31,1,Standard,BA Sur,Art supply store,Final consumer,,Upfront,2.0,10.0
1220,Account 0340,Orders,Shipped,20291.0,Rep A,2022-12-12,2022-12-21,2,Standard,CABA,Other,Simplified regime,15.0,Upfront,10.0,5.0
1221,Account 0151,Orders,Shipped,20148.0,Rep A,2022-03-16,2022-04-22,0,Standard,Rio Negro,Workshop,Final consumer,7.0,Upfront,7.0,5.0
1222,Account 0301,Orders,Shipped,20584.0,Rep A,2022-06-01,2022-06-15,0,Standard,AMBA Sur,Art supply store,Simplified regime,15.0,,11.0,4.0
1223,Account 0302,Orders,Shipped,22012.0,Rep A,2022-04-11,2022-05-09,0,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,16.0,10.0
1224,Account 0024,Orders,Shipped,21466.0,Rep A,2022-04-28,2022-05-10,0,Strategic,CABA,Paint store,VAT registered,28.0,Upfront,13.0,33.0
1225,Account 0228,Orders,Shipped,20453.0,Rep A,2022-02-10,2022-03-10,0,Key,AMBA Norte,Other,Simplified regime,22.0,Upfront,11.0,8.0
1226,Account 0427,Orders,Shipped,21966.0,Rep A,2022-11-16,2022-11-22,0,Low,AMBA Sur,Workshop,Final consumer,15.0,Upfront,2.0,6.0
1227,Account 0234,Orders,Shipped,20993.0,Rep A,2022-08-16,2022-08-25,0,Standard,BA Este,Art supply store,Simplified regime,22.0,Upfront,8.0,11.0
1228,Account 0428,Orders,Shipped,20997.0,Rep A,2022-04-12,2022-05-06,0,Low,AMBA Norte,Workshop,Final consumer,7.0,Upfront,5.0,2.0
1229,Account 0418,Orders,Shipped,21961.0,Rep A,2023-01-17,2023-02-09,9,Low,Santa Fe,Art supply store,Simplified regime,15.0,,10.0,2.0
1230,Account 0195,Orders,Shipped,20099.0,Rep A,2022-03-31,2022-05-04,0,Potential,BA Centro,Paint store,VAT registered,22.0,,15.0,12.0
1231,Account 0429,Orders,Shipped,20398.0,Rep A,2022-03-11,2022-03-18,0,Standard,Rio Negro,Other,VAT registered,7.0,Upfront,3.0,1.0
1232,Account 0232,Orders,Shipped,21170.0,Rep A,2022-09-29,2022-10-17,4,Potential,CABA,Art supply store,VAT registered,22.0,,15.0,4.0
1233,Account 0264,Orders,Shipped,20350.0,Rep B,2022-09-30,2022-11-07,0,Standard,AMBA Sur,Art supply store,VAT registered,28.0,Upfront,12.0,4.0
1234,Account 0330,Orders,Shipped,21364.0,Rep A,2022-04-12,2022-05-06,0,Standard,AMBA Norte,Art supply store,VAT registered,7.0,,5.0,7.0
1235,Account 0430,Orders,Shipped,20382.0,Rep C,2022-02-08,2022-03-07,0,Standard,Catamarca,Art supply store,Simplified regime,15.0,Upfront,9.0,5.0
1236,Account 0397,Orders,Shipped,20135.0,Rep A,2022-05-16,2022-06-15,0,Standard,AMBA Sur,Art supply store,VAT registered,15.0,,13.0,6.0
1237,Account 0341,Orders,Shipped,20345.0,Rep A,2021-11-23,2022-02-18,0,Standard,Corrientes,Workshop,Simplified regime,7.0,,9.0,3.0
1238,Account 0143,Orders,Shipped,20770.0,Rep A,2023-03-29,2023-04-13,1,Potential,BA Este,Paint store,VAT registered,15.0,,5.0,2.0
1239,Account 0431,Orders,Shipped,20177.0,Rep A,2022-12-16,2023-01-02,0,Standard,AMBA Norte,Workshop,Final consumer,22.0,Upfront,10.0,7.0
1240,Account 0432,Orders,Shipped,20081.0,Rep A,2022-01-24,2022-02-03,0,Standard,Entre Rios,Workshop,VAT registered,0.0,,9.0,2.0
1241,Account 0231,Orders,Shipped,21578.0,Rep A,2022-08-30,2022-09-06,0,Standard,Jujuy,Art supply store,Simplified regime,22.0,Upfront,10.0,11.0
1242,Account 0408,Orders,Shipped,20444.0,Rep A,2022-08-29,2022-10-28,13,Standard,AMBA Norte,Paint store,VAT registered,7.0,Upfront,13.0,3.0
1243,Account 0158,Orders,Shipped,20496.0,Rep C,2022-04-25,2022-05-10,1,Standard,Santa Fe,Art supply store,Simplified regime,22.0,Upfront,9.0,7.0
1244,Account 0354,Orders,Shipped,19835.0,Rep A,2022-12-27,2023-01-05,1,Standard,AMBA Norte,Workshop,Final consumer,15.0,,13.0,6.0
1245,Account 0190,Orders,Shipped,20453.0,Rep A,2021-12-28,2022-01-12,0,Standard,AMBA Sur,Art supply store,Simplified regime,28.0,Upfront,14.0,5.0
1246,Account 0415,Orders,Shipped,20258.0,Rep A,2023-01-24,2023-01-27,0,Standard,San Luis,Paint store,VAT registered,15.0,Upfront,7.0,9.0
1247,Account 0395,Orders,Shipped,20912.0,Rep B,2022-11-11,2022-11-16,8,Standard,Neuquen,Art supply store,Simplified regime,15.0,Upfront,9.0,6.0
1248,Account 0292,Orders,Shipped,20013.0,Rep A,2022-09-30,2022-11-16,0,Standard,AMBA Norte,Workshop,Simplified regime,7.0,30 days,12.0,9.0
1249,,Active customers,Won customer,21419.0,Rep C,2022-02-12,2022-10-31,3,,,,,,,,
1250,Account 0339,Orders,Shipped,21474.0,Rep A,2022-03-30,2022-05-04,0,Low,AMBA Sur,Other,VAT registered,15.0,,9.0,3.0
1251,Account 0424,Orders,Shipped,19743.0,Rep B,2022-09-05,2022-09-19,1,Standard,Entre Rios,Paint store,VAT registered,7.0,,10.0,6.0
1252,Account 0319,Orders,Shipped,19753.0,Rep B,2023-01-20,2023-01-24,0,Standard,AMBA Sur,Other,Final consumer,22.0,Upfront,12.0,13.0
1253,Account 0238,Orders,Shipped,19762.0,Rep A,2021-11-16,2022-02-15,0,Standard,Santa Fe,Art supply store,Final consumer,15.0,,11.0,8.0
1254,Account 0330,Orders,Shipped,20742.0,Rep C,2022-06-02,2022-06-15,1,Standard,AMBA Norte,Art supply store,VAT registered,7.0,,5.0,7.0
1255,Account 0267,Orders,Shipped on credit,19672.0,Rep A,2022-02-04,2022-04-22,2,Key,CABA,Art supply store,VAT registered,22.0,30 days,13.0,10.0
1256,Account 0433,Orders,Shipped,21153.0,Rep A,2021-10-29,2021-12-29,0,Churned,La Pampa,Paint store,,,,3.0,1.0
1257,Account 0306,Orders,Shipped,20941.0,Rep A,2022-09-05,2022-09-19,1,Key,La Pampa,Other,VAT registered,15.0,Upfront,12.0,12.0
1258,Account 0185,Orders,Shipped,21004.0,Rep A,2021-11-29,2021-12-29,0,Key,CABA,Art supply store,VAT registered,22.0,30 days,15.0,39.0
1259,Account 0024,Orders,Shipped,20389.0,Rep A,2021-12-23,2022-01-12,0,Strategic,CABA,Paint store,VAT registered,28.0,Upfront,13.0,33.0
1260,Account 0299,Orders,Shipped,21332.0,Rep A,2021-11-17,2022-02-15,0,Churned,BA Este,Other,Final consumer,22.0,Upfront,6.0,10.0
1261,Account 0188,Orders,Shipped,19386.0,Rep C,2022-02-03,2022-02-18,1,Standard,Corrientes,Art supply store,VAT registered,,,5.0,6.0
1262,Account 0267,Orders,Shipped on credit,20100.0,Rep A,2022-04-26,2022-08-09,1,Key,CABA,Art supply store,VAT registered,22.0,30 days,13.0,10.0
1263,Account 0231,Orders,Shipped,19938.0,Rep A,2022-05-27,2022-06-15,0,Standard,Jujuy,Art supply store,Simplified regime,22.0,Upfront,10.0,11.0
1264,Account 0306,Orders,Shipped,21155.0,Rep A,2022-03-11,2022-03-18,0,Key,La Pampa,Other,VAT registered,15.0,Upfront,12.0,12.0
1265,Account 0305,Orders,Shipped,20382.0,Rep A,2022-04-08,2022-05-05,2,Standard,Misiones,Art supply store,VAT registered,28.0,Upfront,9.0,6.0
1266,Account 0185,Orders,Shipped on credit,20811.0,Rep A,2022-05-09,2022-06-15,1,Key,CABA,Art supply store,VAT registered,22.0,30 days,15.0,39.0
1267,Account 0410,Orders,Shipped,19504.0,Rep B,2022-09-05,2022-09-19,4,Standard,BA Norte,Art supply store,Simplified regime,7.0,,6.0,5.0
1268,Account 0286,Orders,Shipped,21104.0,Rep A,2022-09-29,2022-10-13,0,Low,Santa Fe,Art supply store,VAT registered,15.0,,7.0,2.0
1269,Account 0243,Orders,Shipped,20129.0,Rep A,2022-02-02,2022-02-10,0,Key,AMBA Norte,Workshop,Simplified regime,22.0,Upfront,16.0,8.0
1270,Account 0396,Orders,Shipped,20097.0,Rep A,2022-02-09,2022-02-11,0,Churned,AMBA Norte,Workshop,Final consumer,15.0,,9.0,3.0
1271,Account 0185,Orders,Shipped on credit,21014.0,Rep A,2021-12-30,2022-02-22,0,Key,CABA,Art supply store,VAT registered,22.0,30 days,15.0,39.0
1272,Account 0277,Orders,Shipped,19813.0,Rep A,2022-02-21,2022-03-07,0,Potential,CABA,Art supply store,VAT registered,28.0,Upfront,15.0,20.0
1273,Account 0261,Orders,Shipped on credit,19844.0,Rep A,2022-12-27,2023-02-24,3,Standard,Entre Rios,Art supply store,VAT registered,22.0,Open account,16.0,8.0
1274,Account 0434,Orders,Shipped,20213.0,Rep A,2022-03-02,2022-03-08,0,Standard,Santa Fe,Workshop,Simplified regime,15.0,Upfront,10.0,11.0
1275,Account 0231,Orders,Shipped,19284.0,Rep A,2022-10-31,2022-11-02,1,Standard,Jujuy,Art supply store,Simplified regime,22.0,Upfront,10.0,11.0
1276,Account 0435,Orders,Shipped,19630.0,Rep A,2021-11-17,2022-02-15,0,Standard,Cordoba,Workshop,VAT registered,,Upfront,12.0,4.0
1277,Account 0323,Orders,Shipped,19369.0,Rep A,2022-06-28,2022-08-23,0,Standard,CABA,Art supply store,Simplified regime,28.0,Upfront,13.0,7.0
1278,Account 0419,Orders,Shipped,19185.0,Rep A,2022-09-05,2022-09-23,0,Standard,Santa Fe,Art supply store,Simplified regime,15.0,Upfront,6.0,7.0
1279,Account 0082,Orders,Shipped,20693.0,Rep A,2021-11-11,2022-01-12,0,Potential,AMBA Sur,Art supply store,VAT registered,22.0,Upfront,16.0,6.0
1280,Account 0328,Orders,Shipped,20098.0,Rep B,2022-10-28,2022-11-01,3,Low,Chubut,Workshop,VAT registered,7.0,,7.0,4.0
1281,Account 0436,Orders,Shipped,19635.0,Rep B,2022-11-24,2022-11-29,2,Low,AMBA Sur,Other,Simplified regime,15.0,,6.0,2.0
1282,Account 0437,Orders,Shipped,19728.0,Rep A,2022-06-06,2022-06-15,0,Low,Rio Negro,Art supply store,Simplified regime,7.0,,2.0,1.0
1283,Account 0227,Orders,Shipped,19766.0,Rep A,2022-07-11,2022-08-08,0,Potential,BA Sur,Paint store,VAT registered,15.0,,4.0,3.0
1284,Account 0255,Orders,Shipped,20167.0,Rep A,2022-11-16,2022-11-24,0,Low,BA Norte,Art supply store,Simplified regime,15.0,,2.0,3.0
1285,Account 0302,Orders,Shipped,20751.0,Rep A,2021-11-17,2022-02-15,0,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,16.0,10.0
1286,Account 0419,Orders,Shipped,20759.0,Rep A,2022-01-03,2022-01-12,0,Standard,Santa Fe,Art supply store,Simplified regime,15.0,Upfront,6.0,7.0
1287,Account 0094,Orders,Shipped,19682.0,Rep A,2022-08-19,2022-09-02,3,Standard,CABA,Paint store,VAT registered,22.0,Upfront,10.0,6.0
1288,Account 0234,Orders,Shipped,19557.0,Rep A,2022-03-11,2022-03-18,0,Standard,BA Este,Art supply store,Simplified regime,22.0,Upfront,8.0,11.0
1289,Account 0016,Orders,Shipped,19782.0,Rep A,2022-07-01,2022-07-27,2,Potential,AMBA Sur,Paint store,VAT registered,15.0,Upfront,11.0,5.0
1290,Account 0029,Orders,Shipped on credit,19942.0,Rep A,2021-11-18,2022-01-21,0,Strategic,CABA,Art supply store,VAT registered,28.0,Open account,16.0,18.0
1291,Account 0438,Orders,Shipped,19695.0,Rep B,2023-01-10,2023-02-08,4,Low,BA Norte,Art supply store,Simplified regime,,,5.0,4.0
1292,Account 0216,Orders,Shipped,20074.0,Rep B,2022-12-21,2022-12-27,4,Potential,Entre Rios,Workshop,Simplified regime,15.0,Upfront,13.0,9.0
1293,Account 0439,Orders,Shipped,19855.0,Rep A,2022-03-11,2022-04-22,0,Standard,AMBA Norte,Paint store,VAT registered,15.0,Upfront,7.0,3.0
1294,Account 0368,Orders,Shipped,19389.0,Rep A,2022-01-17,2022-02-01,0,Standard,AMBA Norte,Paint store,VAT registered,15.0,Upfront,6.0,9.0
1295,Account 0214,Orders,Shipped,19425.0,Rep A,2021-10-21,2021-10-28,0,Key,Santa Fe,Art supply store,VAT registered,22.0,,14.0,8.0
1296,Account 0302,Orders,Shipped,19484.0,Rep C,2022-05-09,2022-07-04,4,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,16.0,10.0
1297,Account 0382,Orders,Shipped,18869.0,Rep A,2022-04-25,2022-05-10,0,Standard,AMBA Norte,Other,VAT registered,15.0,,12.0,5.0
1298,Account 0132,Orders,Shipped,19001.0,Rep C,2022-02-01,2022-03-09,2,Potential,Tucuman,Art supply store,Final consumer,28.0,,30.0,9.0
1299,Account 0440,Orders,Shipped,20085.0,Rep A,2022-11-11,2022-11-22,0,Low,AMBA Sur,Art supply store,Simplified regime,15.0,,6.0,7.0
1300,Account 0071,Orders,Shipped,19396.0,Rep A,2021-12-29,2022-01-12,0,Potential,CABA,Art supply store,Simplified regime,22.0,30 days,20.0,14.0
1301,Account 0267,Orders,Shipped on credit,19048.0,Rep A,2022-03-28,2022-05-13,1,Key,CABA,Art supply store,VAT registered,22.0,30 days,13.0,10.0
1302,Account 0349,Orders,Shipped,19717.0,Rep C,2022-06-28,2022-07-11,3,Low,AMBA Norte,Workshop,VAT registered,7.0,Upfront,5.0,7.0
1303,Account 0441,Orders,Shipped,20081.0,Rep A,2022-04-21,2022-05-10,0,Standard,CABA,Other,VAT registered,15.0,Upfront,3.0,3.0
1304,Account 0311,Orders,Shipped,19104.0,Rep A,2022-02-16,2022-03-10,0,Churned,AMBA Sur,Art supply store,Simplified regime,7.0,Upfront,7.0,6.0
1305,Account 0216,Orders,Shipped,20210.0,Rep B,2023-02-28,2023-03-07,1,Potential,Entre Rios,Workshop,Simplified regime,15.0,Upfront,13.0,9.0
1306,Account 0442,Orders,Shipped,20361.0,Rep A,2022-04-12,2022-05-11,0,Low,AMBA Sur,Art supply store,Final consumer,7.0,Upfront,5.0,2.0
1307,,Active customers,Won customer,19710.0,Rep C,2022-05-18,2022-10-31,4,,,,,,,,
1308,Account 0246,Orders,Shipped,19839.0,Rep A,2022-08-23,2022-09-02,1,Low,Cordoba,Paint store,Simplified regime,15.0,,8.0,3.0
1309,Account 0350,Orders,Shipped,18617.0,Rep A,2022-10-05,2022-10-17,0,Standard,BA Este,Art supply store,VAT registered,7.0,Upfront,2.0,2.0
1310,Account 0443,Orders,Shipped,20350.0,Rep A,2022-11-24,2022-11-29,0,Standard,BA Norte,Paint store,Simplified regime,15.0,Upfront,4.0,9.0
1311,Account 0024,Orders,Shipped,19270.0,Rep A,2022-12-20,2022-12-21,0,Strategic,CABA,Paint store,VAT registered,28.0,Upfront,13.0,33.0
1312,Account 0390,Orders,Shipped,20286.0,Rep A,2022-03-31,2022-05-06,0,Standard,AMBA Norte,Art supply store,VAT registered,15.0,,8.0,7.0
1313,Account 0090,Orders,Shipped,19560.0,Rep B,2022-09-08,2022-09-19,0,Standard,BA Sur,Workshop,Final consumer,15.0,Upfront,7.0,6.0
1314,Account 0083,Orders,Shipped,18412.0,Rep A,2021-10-29,2021-12-27,0,Key,AMBA Norte,Art supply store,Simplified regime,7.0,Upfront,9.0,7.0
1315,Account 0041,Orders,Shipped,18468.0,Rep A,2021-10-25,2021-10-25,0,Key,Cordoba,Art supply store,Simplified regime,22.0,30 days,10.0,11.0
1316,Account 0444,Orders,Shipped,19698.0,Rep A,2022-02-14,2022-03-18,0,Churned,Misiones,Workshop,Final consumer,7.0,Upfront,4.0,1.0
1317,Account 0445,Orders,Shipped,19389.0,Rep A,2023-04-13,2023-04-18,0,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,14.0,20.0
1318,Account 0321,Orders,Shipped,18320.0,Rep A,2021-11-18,2022-01-11,0,Churned,Tucuman,Other,Final consumer,28.0,,16.0,5.0
1319,Account 0446,Orders,Shipped,19687.0,Rep A,2022-02-22,2022-03-14,0,Standard,Rio Negro,Art supply store,Simplified regime,7.0,Upfront,4.0,1.0
1320,Account 0083,Orders,Shipped,19885.0,Rep C,2022-01-31,2022-02-14,1,Key,AMBA Norte,Art supply store,Simplified regime,7.0,Upfront,9.0,7.0
